"","Offense_Type","District","Year","Month","Day_Week","Street","Lat","Long"
"24855","aggravated assault","e13","2016","7","friday","heath st","42.32624204","-71.10317575"
"24856","aggravated assault","a1","2016","7","friday","portland st","42.3642384","-71.06165515"
"24857","residential burglary","b3","2016","7","friday","corman rd","42.2717761","-71.10167881"
"24858","aggravated assault","a1","2016","7","friday","harrison ave","42.34799065","-71.062573"
"24859","residential burglary","a1","2016","7","friday","harrison ave","42.34799065","-71.062573"
"24860","aggravated assault","c11","2016","7","friday","talbot ave","42.29019621","-71.07159012"
"24861","residential burglary","d14","2016","7","friday","glenville ave","42.35048627","-71.13288438"
"24862","aggravated assault","b2","2016","7","saturday","lawrence ave","42.31077758","-71.07480891"
"24863","residential burglary","d4","2016","7","friday","saint stephen st","42.34272627","-71.08646352"
"24864","robbery","d4","2016","7","friday","beacon st","42.35393998","-71.07802992"
"24865","aggravated assault","b3","2016","7","friday","blue hill ave","42.29444321","-71.08821398"
"24866","aggravated assault","c6","2016","7","tuesday","bradston st","42.33374643","-71.07020353"
"24867","aggravated assault","b3","2016","7","friday","bernard st","42.29422543","-71.08018246"
"24868","robbery","c6","2016","7","friday","mount vernon st","42.31893277","-71.04541663"
"24869","aggravated assault","d4","2016","7","friday","beacon st","42.35505244","-71.07390742"
"24870","aggravated assault","c11","2016","7","friday","trull st","42.31184601","-71.06684447"
"24871","aggravated assault","a15","2016","7","friday","walford way","42.37843402","-71.05644163"
"24872","aggravated assault","b2","2016","7","thursday","blue hill ave","42.3043395","-71.08477887"
"24873","aggravated assault","a1","2016","7","thursday","legends way","42.36643546","-71.06135413"
"24874","robbery","b2","2016","7","thursday","alaska st","42.3210436","-71.07865897"
"24875","robbery","e13","2016","7","thursday","kenney st","42.32458344","-71.10947538"
"24876","robbery","a1","2016","7","thursday","park st","42.35650174","-71.0619996"
"24877","residential burglary","b3","2016","7","thursday","dr. mary moore beatty cir","42.27308641","-71.080129"
"24878","residential burglary","b3","2016","7","thursday","harlem st","42.30021684","-71.0809794"
"24879","aggravated assault","d4","2016","7","thursday","harrison ave","42.33401829","-71.07638124"
"24880","residential burglary","b2","2016","7","sunday","wendover st","42.31820434","-71.06657287"
"24881","robbery","c11","2016","7","thursday","draper st","42.30315068","-71.06414995"
"24882","aggravated assault","b3","2016","7","thursday","livermore st","42.27654229","-71.10494682"
"24883","robbery","b2","2016","7","thursday","blue hill ave","42.32126432","-71.07748775"
"24884","aggravated assault","e13","2016","7","thursday","washington st","42.31615184","-71.09795135"
"24885","residential burglary","d14","2016","7","wednesday","hartley ter","42.3547096","-71.1256542"
"24886","aggravated assault","e13","2016","7","thursday","washington st","42.30971857","-71.10429432"
"24887","robbery","c11","2016","7","thursday","faulkner cir","42.2996355","-71.06168821"
"24888","aggravated assault","b3","2016","7","wednesday","blue hill ave","42.267716","-71.093708"
"24889","residential burglary","c11","2016","7","wednesday","sumner st","42.31777605","-71.0619754"
"24890","residential burglary","d14","2016","7","wednesday","chestnut hill ave","42.34829397","-71.15383416"
"24891","aggravated assault","e5","2016","7","wednesday","washington st","42.28854667","-71.1258791"
"24892","aggravated assault","b2","2016","7","wednesday","woodford st","42.31836105","-71.07106326"
"24893","residential burglary","c11","2016","7","wednesday","melville ave","42.29380964","-71.07001148"
"24894","aggravated assault","e18","2016","7","wednesday","river st","42.24973808","-71.13094002"
"24895","residential burglary","b2","2016","7","wednesday","linwood st","42.32799622","-71.09331376"
"24896","aggravated assault","d14","2016","7","wednesday","commonwealth ave","42.35073963","-71.13047909"
"24897","aggravated assault","d14","2016","7","wednesday","commonwealth ave","42.35073963","-71.13047909"
"24898","aggravated assault","e18","2016","7","wednesday","bradstreet ave","42.28287952","-71.11697269"
"24899","aggravated assault","d14","2016","7","wednesday","brighton ave","42.35283155","-71.13114273"
"24900","aggravated assault","b3","2016","7","wednesday","babson st","42.27193751","-71.0921354"
"24901","robbery","c11","2016","7","tuesday","park st","42.29878438","-71.06011998"
"24902","robbery","","2016","7","tuesday","","42.36338006","-71.05375227"
"24903","aggravated assault","c11","2016","7","tuesday","clarkson st","42.30829668","-71.06747771"
"24904","aggravated assault","b2","2016","7","tuesday","maywood st","42.31679542","-71.07964562"
"24905","aggravated assault","b3","2016","7","saturday","blue hill ave","42.26909851","-71.09361458"
"24906","aggravated assault","b3","2016","7","tuesday","blue hill ave","42.28582356","-71.09104328"
"24907","aggravated assault","e18","2016","7","tuesday","providence st","42.26955726","-71.12179039"
"24908","aggravated assault","a15","2016","7","tuesday","samuel morse way","42.37773256","-71.05551443"
"24909","residential burglary","d14","2016","7","tuesday","chestnut hill ave","42.33914604","-71.15442808"
"24910","residential burglary","c11","2016","7","tuesday","corona st","42.30097791","-71.07077333"
"24911","residential burglary","b3","2016","7","tuesday","harlem st","42.30021684","-71.0809794"
"24912","aggravated assault","b2","2016","7","tuesday","hutchings st","42.31190343","-71.09255937"
"24913","robbery","a1","2016","7","tuesday","beacon st","42.35825495","-71.06173472"
"24914","robbery","d14","2016","7","monday","hano st","42.35548407","-71.13741814"
"24915","robbery","d4","2016","7","tuesday","camden st","42.33744115","-71.08057671"
"24916","aggravated assault","c11","2016","7","monday","stonehurst st","42.30444352","-71.06778638"
"24917","aggravated assault","c11","2016","7","monday","erie st","42.30337864","-71.07854583"
"24918","aggravated assault","c11","2016","7","monday","stonehurst st","42.30444352","-71.06778638"
"24919","aggravated assault","b2","2016","7","monday","parker hill ave","42.33267994","-71.109579"
"24920","aggravated assault","d4","2016","7","monday","harcourt st","42.34618775","-71.07852785"
"24921","residential burglary","e18","2016","7","monday","farrar ave","42.26965224","-71.11172478"
"24922","aggravated assault","a1","2016","7","wednesday","tremont st","42.35079907","-71.06500775"
"24923","robbery","a1","2016","7","monday","cambridge st","42.36122324","-71.06593235"
"24924","residential burglary","e18","2016","7","monday","dana ave","42.25326734","-71.12385963"
"24925","residential burglary","a1","2016","7","sunday","e india row","42.35840146","-71.05041556"
"24926","robbery","c11","2016","7","monday","parish st","42.30799597","-71.06103882"
"24927","residential burglary","a7","2016","7","monday","saint edward rd","42.38563677","-71.00263392"
"24928","aggravated assault","c6","2016","7","monday","patterson way","42.33042505","-71.05237796"
"24929","aggravated assault","c6","2016","7","monday","patterson way","42.33042505","-71.05237796"
"24930","residential burglary","d14","2016","7","monday","n beacon st","42.3572303","-71.15321998"
"24931","aggravated assault","c11","2016","7","monday","dorchester ave","42.29480297","-71.06175129"
"24932","robbery","b2","2016","7","sunday","rockland st","42.32227057","-71.08745741"
"24933","residential burglary","d14","2016","7","monday","commonwealth ave","42.34136871","-71.14864682"
"24934","robbery","b2","2016","7","sunday","blue hill ave","42.3190412","-71.07775356"
"24935","residential burglary","c6","2016","7","saturday","e fifth st","42.33409863","-71.0265257"
"24936","residential burglary","b3","2016","7","monday","whitfield st","42.29276044","-71.07486603"
"24937","aggravated assault","a1","2016","7","monday","harrison ave","42.35195238","-71.06124486"
"24938","residential burglary","b3","2016","7","monday","lorne st","42.29352763","-71.09037783"
"24939","residential burglary","c11","2016","7","monday","santuit st","42.29042439","-71.0638074"
"24940","robbery","","2016","7","monday","","42.33842095","-71.0820092"
"24941","robbery","e13","2016","7","monday","bickford st","42.32483301","-71.10164757"
"24942","robbery","a1","2016","7","monday","beach st","42.35147616","-71.06117604"
"24943","aggravated assault","d4","2016","7","sunday","massachusetts ave","42.33311189","-71.0727637"
"24944","aggravated assault","b3","2016","7","sunday","american legion hwy","42.29817919","-71.08692159"
"24945","residential burglary","b2","2016","7","wednesday","fort ave","42.32642196","-71.09593823"
"24946","aggravated assault","b3","2016","7","sunday","hiawatha rd","42.27683754","-71.0952644"
"24947","aggravated assault","d4","2016","7","sunday","shawmut ave","42.34130359","-71.07204669"
"24948","robbery","d4","2016","7","tuesday","northampton st","42.33798932","-71.08003746"
"24949","aggravated assault","b3","2016","7","sunday","harrison ave","42.33555954","-71.07436364"
"24950","residential burglary","d14","2016","7","friday","ashford st","42.35458677","-71.12673268"
"24951","robbery","d4","2016","7","sunday","norway st","42.345211","-71.08814987"
"24952","residential burglary","c6","2016","7","sunday","e third st","42.33662706","-71.02769199"
"24953","aggravated assault","d4","2016","7","sunday","northampton st","42.33598881","-71.07764721"
"24954","robbery","e5","2016","7","sunday","brookfield st","42.28843808","-71.13200588"
"24955","residential burglary","d14","2016","7","sunday","brighton ave","42.35257319","-71.12803225"
"24956","robbery","a7","2016","7","saturday","border st","42.37620267","-71.03979926"
"24957","residential burglary","e18","2016","7","sunday","central ave","42.26354632","-71.11820256"
"24958","robbery","b2","2016","7","sunday","humboldt ave","42.31460733","-71.0883245"
"24959","residential burglary","c11","2016","7","saturday","homes ave","42.3041156","-71.06424576"
"24960","aggravated assault","a7","2016","7","saturday","saratoga st","42.3850465","-71.01374142"
"24961","robbery","c11","2016","7","friday","duncan st","42.30165784","-71.0578559"
"24962","robbery","a1","2016","7","saturday","harrison ave","42.34753377","-71.0627565"
"24963","aggravated assault","a15","2016","7","saturday","washington st","42.37341577","-71.06567171"
"24964","robbery","c11","2016","7","saturday","sydney st","42.31810467","-71.05258004"
"24965","aggravated assault","d14","2016","7","saturday","commonwealth ave","42.35199203","-71.12223341"
"24966","robbery","","2016","7","saturday","","42.33713845","-71.07835229"
"24967","aggravated assault","c11","2016","7","saturday","greenbrier st","42.29937505","-71.07194614"
"24968","aggravated assault","c11","2016","7","saturday","draper st","42.30540715","-71.06547135"
"24969","residential burglary","e13","2016","7","saturday","hyde park ave","42.2911885","-71.1180105"
"24970","robbery","a1","2016","7","saturday","bromfield st","42.35717394","-71.06126832"
"24971","residential burglary","e13","2016","7","friday","segel st","42.31353618","-71.10939676"
"24972","robbery","b2","2016","7","friday","blue hill ave","42.3190412","-71.07775356"
"24973","aggravated assault","b3","2016","7","friday","fuller st","42.28154388","-71.07350542"
"24974","aggravated assault","b3","2016","7","friday","fuller st","42.28154388","-71.07350542"
"24975","aggravated assault","b3","2016","7","friday","river st","42.27130225","-71.07442362"
"24976","robbery","d4","2016","7","friday","worcester st","42.33805954","-71.07636952"
"24977","residential burglary","b2","2016","7","wednesday","winthrop st","42.32424069","-71.07761917"
"24978","aggravated assault","b2","2016","7","friday","alexander st","42.31458709","-71.07078303"
"24979","aggravated assault","d14","2016","5","tuesday","barrows st","42.35280917","-71.13816717"
"24980","aggravated assault","c11","2016","7","friday","gallivan blvd","42.28410589","-71.04608937"
"24981","robbery","d4","2016","7","friday","lenox st","42.33616864","-71.08042312"
"24982","robbery","c11","2016","7","friday","dorchester ave","42.28526024","-71.06444063"
"24983","robbery","c11","2016","7","friday","dorchester ave","42.28657334","-71.06408374"
"24984","aggravated assault","a1","2016","7","friday","summer st","42.35450139","-71.05916774"
"24985","robbery","d14","2016","7","thursday","n beacon st","42.35666076","-71.15104267"
"24986","robbery","d4","2016","7","thursday","tremont st","42.34182317","-71.07562989"
"24987","aggravated assault","b3","2016","7","thursday","thetford ave","42.28465991","-71.07839997"
"24988","robbery","c11","2016","7","thursday","dorchester ave","42.29147188","-71.06270799"
"24989","robbery","c11","2016","7","thursday","robinson st","42.30277884","-71.06210293"
"24990","residential burglary","e5","2016","7","thursday","brookway ter","42.29100743","-71.12027829"
"24991","aggravated assault","c6","2016","7","thursday","patterson way","42.33121125","-71.05149265"
"24992","residential burglary","b2","2016","7","thursday","virginia st","42.31539445","-71.06860329"
"24993","aggravated assault","a1","2016","7","thursday","washington st","42.34997256","-71.06348817"
"24994","aggravated assault","e18","2016","7","thursday","garfield ave","42.24448261","-71.1189921"
"24995","aggravated assault","a7","2016","7","thursday","lexington st","42.377257","-71.03873841"
"24996","aggravated assault","b3","2016","7","thursday","blue hill ave","42.29171816","-71.08911807"
"24997","aggravated assault","b2","2016","7","thursday","dudley st","42.32104169","-71.07215291"
"24998","residential burglary","c11","2016","7","thursday","monsignor patrick j. lydo","42.28866198","-71.06130524"
"24999","residential burglary","d14","2016","7","thursday","chester st","42.35159398","-71.12865659"
"25000","aggravated assault","b2","2016","7","thursday","westminster ct","42.31636873","-71.09396544"
"25001","aggravated assault","c11","2016","7","thursday","payson ave","42.31396145","-71.06685455"
"25002","robbery","c6","2016","7","thursday","massachusetts ave","42.32553801","-71.06579592"
"25003","aggravated assault","d4","2016","7","wednesday","jersey st","42.34284239","-71.09698826"
"25004","aggravated assault","e13","2016","7","wednesday","arcola st","42.32470968","-71.10880411"
"25005","aggravated assault","d4","2016","7","thursday","brookline ave","42.3462508","-71.09953856"
"25006","residential burglary","a7","2016","7","wednesday","bennington st","42.38712851","-71.0054813"
"25007","aggravated assault","a7","2016","7","wednesday","meridian st","42.38229042","-71.0393012"
"25008","residential burglary","e18","2016","7","wednesday","rector rd","42.26618911","-71.10059268"
"25009","aggravated assault","d14","2016","7","wednesday","barrows st","42.35280917","-71.13816717"
"25010","residential burglary","e18","2016","7","wednesday","braeburn rd","42.26011799","-71.12783225"
"25011","aggravated assault","c11","2016","7","wednesday","mount ida rd","42.30480488","-71.06421426"
"25012","residential burglary","b2","2016","7","wednesday","folsom st","42.31855552","-71.0717361"
"25013","residential burglary","d14","2016","4","friday","nantasket ave","42.34596977","-71.14827997"
"25014","aggravated assault","d14","2016","7","wednesday","easton st","42.3594009","-71.13158255"
"25015","aggravated assault","d4","2016","7","wednesday","albany st","42.33428841","-71.07239518"
"25016","aggravated assault","d4","2016","7","wednesday","boylston st","42.34862382","-71.08277637"
"25017","aggravated assault","c11","2016","7","wednesday","king st","42.29273124","-71.05886116"
"25018","aggravated assault","a1","2016","7","sunday","warrenton st","42.35066174","-71.06602232"
"25019","residential burglary","c6","2016","7","wednesday","emerson st","42.33654812","-71.04328433"
"25020","robbery","d4","2016","7","wednesday","northampton st","42.33523404","-71.07670603"
"25021","residential burglary","d14","2016","7","tuesday","harvard ave","42.35375411","-71.13225621"
"25022","robbery","a1","2016","7","wednesday","avery pl","42.35326756","-71.06313314"
"25023","residential burglary","e5","2016","7","tuesday","granfield ave","42.28968383","-71.12256982"
"25024","residential burglary","d14","2016","7","saturday","rose garden cir","42.34200187","-71.1581176"
"25025","aggravated assault","c11","2016","7","tuesday","mother julia rd","42.27470907","-71.06814319"
"25026","residential burglary","c11","2016","7","tuesday","avondale st","42.27426053","-71.06900294"
"25027","residential burglary","b2","2016","7","tuesday","elm hill ave","42.30973269","-71.08734852"
"25028","robbery","b3","2016","7","tuesday","harvard st","42.28968115","-71.09212545"
"25029","robbery","d4","2016","7","tuesday","albany st","42.33361","-71.07337"
"25030","robbery","a15","2016","7","tuesday","corey st","42.37811572","-71.05611385"
"25031","aggravated assault","c11","2016","7","tuesday","columbia rd","42.31363409","-71.06778025"
"25032","residential burglary","b2","2016","7","tuesday","sonoma st","42.30845311","-71.08718664"
"25033","aggravated assault","b3","2016","7","tuesday","mildred ave","42.27665388","-71.09121606"
"25034","residential burglary","d4","2016","7","friday","harrison ave","42.34285014","-71.06516235"
"25035","aggravated assault","c11","2016","7","tuesday","dorchester ave","42.27673598","-71.06683537"
"25036","robbery","a1","2016","7","sunday","summer st","42.35545896","-71.06052398"
"25037","robbery","d4","2016","7","tuesday","massachusetts ave","42.33331285","-71.07322932"
"25038","aggravated assault","c11","2016","7","monday","howe st","42.31136188","-71.0644231"
"25039","robbery","e5","2016","7","monday","south st","42.28856518","-71.13491867"
"25040","residential burglary","d14","2016","7","monday","islington ter","42.35270538","-71.1370989"
"25041","robbery","a1","2016","7","monday","fleet center pl","42.36646326","-71.06067801"
"25042","residential burglary","a7","2016","7","monday","bremen st","42.37474388","-71.03207627"
"25043","residential burglary","b3","2016","7","monday","harlem st","42.30021684","-71.0809794"
"25044","residential burglary","d14","2016","7","monday","faneuil st","42.3557137","-71.15532953"
"25045","aggravated assault","a1","2016","7","monday","washington st","42.35174282","-71.0627594"
"25046","aggravated assault","","2016","7","monday","","42.28301491","-71.08896459"
"25047","robbery","d4","2016","7","monday","coventry st","42.33695098","-71.08574813"
"25048","aggravated assault","b2","2016","7","monday","mission park dr","42.3337825","-71.10934344"
"25049","aggravated assault","a1","2016","6","friday","milk st","42.35683318","-71.05842905"
"25050","residential burglary","d14","2016","7","monday","jette ct","42.3468275","-71.14319087"
"25051","robbery","c6","2016","7","sunday","general lawrence j logan ","42.32720403","-71.05318949"
"25052","residential burglary","c6","2016","7","saturday","mount vernon st","42.32164326","-71.05474688"
"25053","aggravated assault","d4","2016","7","monday","boylston st","42.34689817","-71.0891725"
"25054","residential burglary","b2","2016","7","monday","monadnock st","42.31633855","-71.06879992"
"25055","aggravated assault","c6","2016","7","monday","dorchester ave","42.33039352","-71.05695778"
"25056","residential burglary","a1","2016","7","sunday","bowdoin st","42.36038173","-71.06285769"
"25057","robbery","a1","2016","7","sunday","hanover st","42.364924","-71.05331772"
"25058","robbery","b2","2016","7","sunday","notre dame st","42.31852698","-71.09664983"
"25059","aggravated assault","e13","2016","7","sunday","washington st","42.31485546","-71.0992241"
"25060","robbery","","2016","7","sunday","","42.35011219","-71.0773153"
"25061","aggravated assault","e13","2016","7","sunday","washington st","42.31408519","-71.09998685"
"25062","residential burglary","e18","2016","7","sunday","hyde park ave","42.2477256","-71.1276081"
"25063","aggravated assault","e13","2016","7","sunday","creighton st","42.32348445","-71.10813006"
"25064","residential burglary","a1","2016","7","sunday","park plz","42.35143483","-71.06969334"
"25065","robbery","a1","2016","7","sunday","winter st","42.35554806","-71.0607314"
"25066","aggravated assault","b3","2016","7","sunday","leston st","42.28261082","-71.09079757"
"25067","aggravated assault","d4","2016","7","thursday","massachusetts ave","42.33311189","-71.0727637"
"25068","residential burglary","c6","2016","7","sunday","m st","42.33192691","-71.03323752"
"25069","residential burglary","d14","2016","7","sunday","fairbanks st","42.35071344","-71.16296497"
"25070","aggravated assault","c11","2016","7","sunday","devon st","42.30702226","-71.0752244"
"25071","robbery","b2","2016","7","sunday","greenville st","42.32696802","-71.08051941"
"25072","residential burglary","d14","2016","7","saturday","foster st","42.34206511","-71.15860127"
"25073","robbery","d4","2016","7","sunday","ball st","42.33348921","-71.08064168"
"25074","aggravated assault","a1","2016","7","sunday","high st","42.35649296","-71.05259107"
"25075","aggravated assault","c11","2016","7","sunday","tonawanda st","42.2985085","-71.06786956"
"25076","aggravated assault","c11","2016","7","sunday","tonawanda st","42.2985085","-71.06786956"
"25077","residential burglary","a7","2016","7","saturday","bennington st","42.38111057","-71.02259858"
"25078","robbery","b3","2016","7","saturday","woodrow ave","42.28783644","-71.08101039"
"25079","aggravated assault","b3","2016","7","saturday","woodrow ave","42.28783644","-71.08101039"
"25080","residential burglary","a7","2016","7","saturday","bremen st","42.37716786","-71.02925745"
"25081","aggravated assault","d4","2016","7","saturday","haviland st","42.3462714","-71.08872599"
"25082","aggravated assault","c11","2016","7","saturday","allston st","42.2929291","-71.06713026"
"25083","robbery","b2","2016","7","friday","warren st","42.32823419","-71.08328981"
"25084","robbery","b2","2016","7","saturday","hazelwood ct","42.31785103","-71.08499096"
"25085","aggravated assault","a1","2016","7","saturday","bromfield st","42.35717394","-71.06126832"
"25086","residential burglary","b3","2016","7","saturday","ferndale st","42.28886535","-71.07738439"
"25087","robbery","b3","2016","7","saturday","hosmer st","42.28079658","-71.09039724"
"25088","robbery","d4","2016","7","saturday","massachusetts ave","42.34186952","-71.0837219"
"25089","robbery","","2016","7","saturday","","42.33793122","-71.07494024"
"25090","robbery","c11","2016","7","saturday","adams st","42.30385443","-71.06087585"
"25091","robbery","b2","2016","7","saturday","warren st","42.32437012","-71.08279538"
"25092","residential burglary","c11","2016","7","friday","moseley st","42.31972204","-71.05523096"
"25093","aggravated assault","d4","2016","7","friday","harrison archways","42.33936768","-71.07035467"
"25094","aggravated assault","a1","2016","7","friday","stuart st","42.35106637","-71.06549569"
"25095","aggravated assault","b3","2016","7","friday","american legion hwy","42.29817919","-71.08692159"
"25096","residential burglary","c11","2016","7","friday","hendry st","42.30893903","-71.06461576"
"25097","aggravated assault","a15","2016","7","friday","cambridge st","42.38342728","-71.07577143"
"25098","residential burglary","e13","2016","7","friday","evergreen st","42.32423224","-71.11070231"
"25099","residential burglary","c11","2016","7","friday","granger st","42.30258532","-71.05724301"
"25100","robbery","d4","2016","7","thursday","clarendon st","42.34450403","-71.07217209"
"25101","robbery","e13","2016","7","friday","columbus ave","42.31362799","-71.09560307"
"25102","robbery","e13","2016","7","friday","boylston st","42.31699715","-71.10606776"
"25103","aggravated assault","b2","2016","7","friday","humboldt ave","42.32071126","-71.08602295"
"25104","aggravated assault","a1","2016","7","thursday","washington st","42.34997256","-71.06348817"
"25105","aggravated assault","a1","2016","7","friday","india st","42.35836397","-71.05303383"
"25106","residential burglary","c11","2016","7","thursday","barry st","42.30775053","-71.06971431"
"25107","residential burglary","d4","2016","7","thursday","harrison ave","42.34136252","-71.06707636"
"25108","residential burglary","b3","2016","7","thursday","stockton st","42.28265604","-71.07374541"
"25109","aggravated assault","a1","2016","7","thursday","lincoln st","42.35043297","-71.05873158"
"25110","aggravated assault","b3","2016","7","thursday","fuller st","42.28154388","-71.07350542"
"25111","robbery","d4","2016","7","friday","huntington ave","42.34341962","-71.083956"
"25112","aggravated assault","b2","2016","7","wednesday","wakullah st","42.32243032","-71.08627064"
"25113","residential burglary","c11","2016","7","thursday","william t morrissey blvd","42.30158418","-71.04839612"
"25114","aggravated assault","b2","2016","7","tuesday","malcolm x blvd","42.33123776","-71.09140736"
"25115","aggravated assault","b2","2016","7","monday","malcolm x blvd","42.33123776","-71.09140736"
"25116","aggravated assault","c11","2016","7","thursday","river st","42.27132363","-71.08183509"
"25117","aggravated assault","b2","2016","7","wednesday","centre st","42.30098889","-71.12708146"
"25118","robbery","d4","2016","7","wednesday","dartmouth st","42.34301434","-71.07383764"
"25119","residential burglary","d4","2016","7","wednesday","massachusetts ave","42.34439568","-71.08632016"
"25120","aggravated assault","e18","2016","7","wednesday","rockdale st","42.26753326","-71.09742677"
"25121","residential burglary","b3","2016","7","wednesday","wales st","42.29752097","-71.08502291"
"25122","robbery","c11","2016","7","wednesday","wrentham st","42.28832861","-71.05938355"
"25123","robbery","b3","2016","7","wednesday","harrison ave","42.33555954","-71.07436364"
"25124","aggravated assault","b3","2016","7","wednesday","blue hill ave","42.29098335","-71.08912013"
"25125","residential burglary","e13","2016","7","wednesday","wyman st","42.32077767","-71.10553808"
"25126","robbery","b2","2016","7","wednesday","warren st","42.32902469","-71.08341505"
"25127","aggravated assault","c11","2016","7","wednesday","spaulding st","42.29238728","-71.05483097"
"25128","robbery","a1","2016","7","wednesday","milk st","42.35674089","-71.05794654"
"25129","robbery","a1","2016","7","tuesday","causeway st","42.3649755","-71.062044"
"25130","robbery","b3","2016","7","tuesday","harvard st","42.29513502","-71.08691692"
"25131","aggravated assault","b2","2016","7","tuesday","normandy st","42.31071077","-71.07876813"
"25132","residential burglary","b2","2016","7","friday","fisher ave","42.32933595","-71.10866248"
"25133","robbery","e13","2016","7","tuesday","priesing st","42.32188259","-71.10378919"
"25134","residential burglary","e18","2016","7","tuesday","blake st","42.26783896","-71.10582161"
"25135","aggravated assault","c6","2016","7","tuesday","massachusetts ave","42.32553801","-71.06579592"
"25136","residential burglary","d14","2016","7","monday","colborne rd","42.34455947","-71.14890849"
"25137","aggravated assault","b2","2016","7","tuesday","mcgreevey way","42.33528037","-71.0987126"
"25138","robbery","a1","2016","7","sunday","milk st","42.35673302","-71.05755938"
"25139","aggravated assault","b2","2016","7","tuesday","brunswick st","42.31089986","-71.08007661"
"25140","aggravated assault","d4","2016","7","tuesday","albany st","42.33428841","-71.07239518"
"25141","robbery","a1","2016","7","tuesday","kneeland st","42.35020971","-71.05999187"
"25142","aggravated assault","a1","2016","7","tuesday","kneeland st","42.35020971","-71.05999187"
"25143","aggravated assault","b3","2016","7","monday","fessenden st","42.27781081","-71.0910429"
"25144","robbery","a7","2016","7","tuesday","bennington st","42.3873185","-71.004681"
"25145","aggravated assault","c6","2016","7","monday","dr. michael gavin way","42.32614559","-71.05349144"
"25146","aggravated assault","b2","2016","7","monday","monadnock st","42.31633855","-71.06879992"
"25147","residential burglary","b2","2016","7","monday","shepherd ave","42.33297808","-71.10905423"
"25148","robbery","b2","2016","7","monday","columbia rd","42.31861077","-71.06358704"
"25149","robbery","c11","2016","7","monday","mount ida rd","42.30480488","-71.06421426"
"25150","residential burglary","d4","2016","7","friday","massachusetts ave","42.33899339","-71.08008595"
"25151","aggravated assault","b2","2016","7","monday","gayland st","42.31989006","-71.07626209"
"25152","robbery","b2","2016","7","monday","gayland st","42.31989006","-71.07626209"
"25153","aggravated assault","e5","2016","7","monday","cornell st","42.27650961","-71.13100618"
"25154","residential burglary","d4","2016","7","monday","cumberland st","42.34374746","-71.08218199"
"25155","aggravated assault","b3","2016","7","monday","norfolk st","42.27759869","-71.09136804"
"25156","residential burglary","c11","2016","7","monday","adams st","42.30715639","-71.06245539"
"25157","residential burglary","e13","2016","7","monday","blanvon rd","42.291159","-71.11844"
"25158","aggravated assault","d14","2016","7","monday","antwerp st","42.35882967","-71.14032729"
"25159","aggravated assault","b3","2016","7","monday","nightingale st","42.29540175","-71.08237834"
"25160","aggravated assault","c6","2016","7","monday","ocean view dr","42.31928129","-71.03870097"
"25161","aggravated assault","c6","2016","7","monday","ocean view dr","42.31928129","-71.03870097"
"25162","robbery","b2","2016","7","monday","","42.32956715","-71.08597421"
"25163","aggravated assault","b2","2016","7","monday","","42.32956715","-71.08597421"
"25164","aggravated assault","a1","2016","7","monday","spring ln","42.35742501","-71.05779809"
"25165","robbery","a1","2016","7","monday","spring ln","42.35742501","-71.05779809"
"25166","residential burglary","e13","2016","7","sunday","boynton st","42.30542129","-71.11325289"
"25167","aggravated assault","c11","2016","7","tuesday","schroeder plz","42.33367922","-71.09187755"
"25168","residential burglary","e18","2016","7","sunday","wyvern st","42.28858097","-71.1174533"
"25169","aggravated assault","e18","2016","7","sunday","greenfield rd","42.270292","-71.10523477"
"25170","robbery","b2","2016","7","friday","dudley st","42.31987076","-71.07096263"
"25171","residential burglary","a1","2016","7","saturday","salem st","42.36339791","-71.05600208"
"25172","robbery","a1","2016","7","sunday","salem st","42.3639917","-71.05561764"
"25173","aggravated assault","b3","2016","7","sunday","lucerne st","42.2841584","-71.0894298"
"25174","aggravated assault","c11","2016","7","sunday","bellevue st","42.31212341","-71.06820729"
"25175","aggravated assault","b2","2016","7","sunday","woodledge st","42.31465095","-71.07448006"
"25176","robbery","a1","2016","7","sunday","stuart st","42.35112185","-71.06488098"
"25177","residential burglary","b2","2016","7","sunday","howard ave","42.31468252","-71.07527119"
"25178","residential burglary","d14","2016","7","saturday","sparhawk st","42.35091828","-71.14967242"
"25179","robbery","d4","2016","7","sunday","westland ave","42.34355868","-71.08734146"
"25180","aggravated assault","d4","2016","7","saturday","san juan st","42.34070886","-71.07473698"
"25181","residential burglary","d14","2016","7","saturday","mount vernon st","42.34724664","-71.15682477"
"25182","robbery","b3","2016","7","saturday","fabyan st","42.29041898","-71.09188847"
"25183","aggravated assault","b3","2016","7","saturday","ellington st","42.30136116","-71.08290897"
"25184","robbery","b2","2016","7","saturday","parker st","42.32469443","-71.10087902"
"25185","aggravated assault","e5","2016","7","saturday","beechland cir","42.27685989","-71.13757584"
"25186","aggravated assault","b2","2016","7","saturday","intervale st","42.30984689","-71.0756633"
"25187","residential burglary","c6","2016","7","friday","k st","42.33040261","-71.0372609"
"25188","robbery","d4","2016","6","thursday","stuart st","42.34860972","-71.07538812"
"25189","aggravated assault","b2","2016","7","saturday","magnolia st","42.31863829","-71.06984326"
"25190","aggravated assault","c6","2016","7","friday","l st","42.33457572","-71.03536867"
"25191","aggravated assault","a15","2016","7","saturday","austin st","42.37448704","-71.06708679"
"25192","residential burglary","d14","2016","7","saturday","brackett st","42.35110337","-71.16524536"
