"","Offense_Type","District","Year","Month","Day_Week","Street","Lat","Long"
"1355","robbery","c11","2012","9","wednesday","e cottage st","42.32005245"," -71.06101624"
"1356","robbery","d14","2012","9","wednesday","brighton av","42.35299135"," -71.13208954"
"1357","aggravated assault","b2","2012","9","thursday","burrell st","42.32387135"," -71.06802957"
"1358","robbery","b2","2012","9","thursday","e cottage st","42.32136135"," -71.06579957"
"1359","aggravated assault","d14","2012","9","thursday","allston st","42.35180135"," -71.13551954"
"1360","robbery","e13","2012","9","thursday","centre st","42.32227635"," -71.10883455"
"1361","robbery","a1","2012","9","thursday","salem st","42.36552634"," -71.05526956"
"1362","residential burglary","c11","2012","9","thursday","adams st","42.28521636"," -71.05509457"
"1363","residential burglary","b2","2012","9","thursday","annunciation rd","42.33495566"," -71.09373917"
"1364","residential burglary","e5","2012","9","thursday","pinefield rd","42.26568136"," -71.15367453"
"1365","residential burglary","d4","2012","9","thursday","boylston st","42.34609161"," -71.09378346"
"1366","aggravated assault","c11","2012","9","thursday","mt bowdoin tr","42.30333442"," -71.07578146"
"1367","residential burglary","b3","2012","9","thursday","rosedale st","42.29240636"," -71.07320957"
"1368","residential burglary","e13","2012","9","thursday","westchester rd","42.30471345"," -71.13276784"
"1369","aggravated assault","b3","2012","9","thursday","walk hill st","42.2803316"," -71.09707908"
"1370","residential burglary","b3","2012","9","thursday","wentworth tr","42.28639136"," -71.07446956"
"1371","aggravated assault","d4","2012","9","thursday","beacon st","42.34873135"," -71.09727955"
"1372","residential burglary","e13","2012","9","thursday","bardwell st","42.30809247"," -71.11715554"
"1373","aggravated assault","c6","2012","9","thursday","logan wy","42.32755135"," -71.05389957"
"1374","robbery","c11","2012","9","thursday","dorchester av","42.28984136"," -71.06314957"
"1375","robbery","b2","2012","9","thursday","tremont st","42.33388135"," -71.10399454"
"1376","aggravated assault","d4","2012","9","thursday","aguadilla st","42.34134755"," -71.07535754"
"1377","residential burglary","b2","2012","9","thursday","humphreys st","42.32034853"," -71.06567611"
"1378","robbery","d4","2012","9","thursday","boylston st","42.34865634"," -71.08256955"
"1379","aggravated assault","b2","2012","9","thursday","centre st","42.32486135"," -71.09800455"
"1380","aggravated assault","b3","2012","9","thursday","erie st","42.30299136"," -71.07898956"
"1381","residential burglary","c11","2012","9","thursday","coleman st","42.30904635"," -71.06509956"
"1382","residential burglary","b2","2012","9","thursday","magnolia st","42.31407691"," -71.07193665"
"1383","robbery","b2","2012","9","friday","columbia rd","42.31508477"," -71.06683616"
"1384","residential burglary","d4","2012","9","friday","hanson st","42.34377135"," -71.07038455"
"1385","aggravated assault","a7","2012","9","friday","bennington st","42.37805634"," -71.03047458"
"1386","aggravated assault","b2","2012","9","friday","avenue louis pasteur","42.33833635"," -71.10231455"
"1387","residential burglary","e18","2012","9","friday","franklin st","42.25233137"," -71.13279454"
"1388","residential burglary","a1","2012","9","friday","charter st","42.36708634"," -71.05440456"
"1389","residential burglary","a7","2012","9","friday","lexington st","42.37831134"," -71.03600957"
"1390","residential burglary","a1","2012","9","friday","charter st","42.36708634"," -71.05440456"
"1391","residential burglary","a15","2012","9","friday","perkins st","42.38387634"," -71.07745455"
"1392","residential burglary","e18","2012","9","friday","river st","42.26361329"," -71.10329461"
"1393","residential burglary","e18","2012","9","friday","magee st","42.26516603"," -71.12686"
"1394","residential burglary","c11","2012","9","friday","ashmont st","42.28516136"," -71.06775956"
"1395","residential burglary","e5","2012","9","friday","temple st","42.28131636"," -71.16375452"
"1396","residential burglary","b3","2012","9","friday","edson st","42.2862501"," -71.07770745"
"1397","residential burglary","a1","2012","9","friday","sheafe st","42.36638634"," -71.05601456"
"1398","aggravated assault","c11","2012","9","friday","westville st","42.30136636"," -71.06584457"
"1399","residential burglary","b2","2012","9","friday","wensley st","42.32699089"," -71.10133221"
"1400","residential burglary","d14","2012","9","friday","commonwealth av","42.35116571"," -71.12581174"
"1401","residential burglary","b3","2012","9","friday","page st","42.29976135"," -71.08240956"
"1402","robbery","b3","2012","9","friday","fuller st","42.28071137"," -71.07712957"
"1403","residential burglary","a1","2012","9","friday","garden st","42.35991634"," -71.06687456"
"1404","residential burglary","b3","2012","9","friday","hiawatha rd","42.27684157"," -71.09523462"
"1405","residential burglary","d4","2012","9","friday","w brookline st","42.34259296"," -71.07599153"
"1406","robbery","b2","2012","9","friday","tremont st","42.33194923"," -71.094024"
"1407","aggravated assault","b2","2012","9","saturday","alleghany st","42.32984635"," -71.09798955"
"1408","aggravated assault","d14","2012","9","saturday","allston st","42.35180135"," -71.13551954"
"1409","robbery","e18","2012","9","saturday","florian st","42.28672137"," -71.11868955"
"1410","robbery","d4","2012","9","saturday","tremont st","42.34468697"," -71.07038662"
"1411","aggravated assault","a1","2012","9","saturday","kilby st","42.35730135"," -71.05489957"
"1412","residential burglary","a15","2012","9","saturday","polk st","42.37928134"," -71.06108956"
"1413","robbery","d4","2012","9","saturday","newbury st","42.34846635"," -71.08665456"
"1414","residential burglary","b2","2012","9","saturday","harlow st","42.31914135"," -71.07189456"
"1415","residential burglary","a7","2012","9","saturday","condor st","42.38262135"," -71.03770457"
"1416","residential burglary","b2","2012","9","saturday","columbia rd","42.31889635"," -71.06335956"
"1417","robbery","b2","2012","9","saturday","parker st","42.33229135"," -71.09676455"
"1418","robbery","a1","2012","9","saturday","tremont st","42.35624135"," -71.06218957"
"1419","residential burglary","b3","2012","9","saturday","theodore st","42.28403136"," -71.08832456"
"1420","residential burglary","b2","2012","9","saturday","nazing ct","42.30747635"," -71.08717955"
"1421","aggravated assault","d4","2012","9","saturday","shawmut av","42.33566135"," -71.08045956"
"1422","robbery","a1","2012","9","saturday","cambridge st","42.35925134"," -71.05941456"
"1423","aggravated assault","c11","2012","9","saturday","savin hill av","42.31289623"," -71.056628"
"1424","aggravated assault","e13","2012","9","saturday","forest hills st","42.308074"," -71.10254619"
"1425","robbery","a7","2012","9","saturday","bennington st","42.37688134"," -71.03370957"
"1426","residential burglary","d4","2012","9","saturday","hanson st","42.34377135"," -71.07038455"
"1427","aggravated assault","c11","2012","9","saturday","hancock st","42.31282136"," -71.06476957"
"1428","aggravated assault","a15","2012","9","sunday","decatur st","42.37767134"," -71.05458456"
"1429","aggravated assault","a15","2012","9","sunday","decatur st","42.37767134"," -71.05458456"
"1430","residential burglary","d14","2012","9","sunday","commonwealth av","42.34321635"," -71.14294454"
"1431","residential burglary","a7","2012","9","sunday","webster av","42.36652634"," -71.03557957"
"1432","robbery","a7","2012","9","sunday","falcon st","42.38196635"," -71.03185957"
"1433","residential burglary","d14","2012","9","sunday","kinross rd","42.34051043"," -71.14978662"
"1434","aggravated assault","b2","2012","9","sunday","washington st","42.32844135"," -71.08616956"
"1435","aggravated assault","b2","2012","9","sunday","washington st","42.3286598"," -71.08561842"
"1436","aggravated assault","b2","2012","9","sunday","washington st","42.3286598"," -71.08561842"
"1437","aggravated assault","b2","2012","9","sunday","washington st","42.3286598"," -71.08561842"
"1438","aggravated assault","e13","2012","9","sunday","washington st","42.30860636"," -71.10536956"
"1439","robbery","c11","2012","9","sunday","josephine st","42.30052136"," -71.06494457"
"1440","residential burglary","a15","2012","9","sunday","bunker hill st","42.37735134"," -71.05797456"
"1441","aggravated assault","a1","2012","9","sunday","e india row","42.35794766"," -71.05081372"
"1442","aggravated assault","b2","2012","9","sunday","sargent st","42.31596163"," -71.07381757"
"1443","robbery","c11","2012","9","sunday","tremlett st","42.29470636"," -71.07057957"
"1444","aggravated assault","b3","2012","9","sunday","abbot st","42.29680554"," -71.08597831"
"1445","aggravated assault","c11","2012","9","sunday","park st","42.29808136"," -71.06247957"
"1446","robbery","b2","2012","9","sunday","longwood av","42.33594135"," -71.10033955"
"1447","robbery","b2","2012","9","sunday","warren st","42.31738635"," -71.08225955"
"1448","residential burglary","d4","2012","9","sunday","massachusetts av","42.33580635"," -71.07624456"
"1449","aggravated assault","d4","2012","9","sunday","boylston st","42.34977635"," -71.07842956"
"1450","robbery","c11","2012","9","sunday","adams st","42.27130697"," -71.06814847"
"1451","residential burglary","c11","2012","9","monday","rosseter st","42.30270207"," -71.07346077"
"1452","aggravated assault","c11","2012","9","monday","greenbrier st","42.29640273"," -71.07042454"
"1453","aggravated assault","d14","2012","9","monday","rugg rd","42.35565635"," -71.13547454"
"1454","robbery","a7","2012","9","monday","central sq","42.37505388"," -71.03886721"
"1455","aggravated assault","b2","2012","9","monday","clifford st","42.31986599"," -71.0797171"
"1456","residential burglary","e5","2012","9","monday","washington st","42.26708159"," -71.1506549"
"1457","residential burglary","d4","2012","9","monday","e concord st","42.33679135"," -71.07362955"
"1458","residential burglary","e18","2012","9","monday","river st tr","42.26088799"," -71.11234258"
"1459","robbery","c11","2012","9","monday","bloomfield st","42.29908139"," -71.0683246"
"1460","aggravated assault","e5","2012","9","monday","heldun st","42.27834636"," -71.16848953"
"1461","residential burglary","e13","2012","9","monday","morton st","42.30019136"," -71.10752455"
"1462","residential burglary","b2","2012","9","monday","lambert st","42.32822647"," -71.09088078"
"1463","residential burglary","b3","2012","9","monday","greenock st","42.29040636"," -71.09046955"
"1464","aggravated assault","e13","2012","9","monday","centre st","42.32269135"," -71.10499955"
"1465","aggravated assault","d4","2012","9","monday","tremont st","42.33690734"," -71.08435358"
"1466","residential burglary","e13","2012","9","monday","custer st","42.30699135"," -71.11886954"
"1467","robbery","b2","2012","9","monday","tremont st","42.33488135"," -71.08876455"
"1468","residential burglary","b2","2012","9","monday","shepherd av","42.33301135"," -71.10904455"
"1469","aggravated assault","d4","2012","9","monday","washington st","42.34338696"," -71.06640317"
"1470","robbery","d4","2012","9","monday","worcester st","42.34009135"," -71.07881956"
"1471","robbery","c11","2012","9","monday","mather st","42.29446666"," -71.0642023"
"1472","robbery","c6","2012","9","monday","burke st","42.33195135"," -71.05212956"
"1473","residential burglary","d14","2012","9","monday","englewood av","42.33730135"," -71.15150453"
"1474","residential burglary","d4","2012","9","tuesday","e concord st","42.33750775"," -71.0745249"
"1475","aggravated assault","b3","2012","9","tuesday","milton av","42.28347203"," -71.07645511"
"1476","robbery","b2","2012","9","tuesday","warren st","42.30950135"," -71.08271455"
"1477","residential burglary","c11","2012","9","tuesday","clarkson st","42.30720139"," -71.06933548"
"1478","residential burglary","b2","2012","9","tuesday","sargent st","42.31596163"," -71.07381757"
"1479","aggravated assault","e18","2012","9","tuesday","avila rd","42.25591137"," -71.12780454"
"1480","residential burglary","b3","2012","9","tuesday","lorna rd","42.27660136"," -71.08527957"
"1481","robbery","c6","2012","9","tuesday","dorchester av","42.33012135"," -71.05598957"
"1482","residential burglary","b3","2012","9","tuesday","johnston rd","42.28747637"," -71.09211955"
"1483","residential burglary","e5","2012","9","tuesday","amherst st","42.28592815"," -71.13222485"
"1484","residential burglary","b2","2012","9","tuesday","walnut av","42.32021135"," -71.08762955"
"1485","residential burglary","e18","2012","9","tuesday","hyde park av","42.25195136"," -71.12531955"
"1486","residential burglary","a1","2012","9","tuesday","henchman st","42.36721134"," -71.05367456"
"1487","aggravated assault","d4","2012","9","tuesday","massachusetts av","42.33490135"," -71.07516956"
"1488","robbery","d4","2012","9","tuesday","boylston st","42.34609161"," -71.09378346"
"1489","robbery","e13","2012","9","tuesday","walnut park","42.31564135"," -71.09648954"
"1490","residential burglary","e5","2012","9","tuesday","furbush rd","42.29218636"," -71.16889453"
"1491","residential burglary","e13","2012","9","tuesday","atherton st","42.31882241"," -71.10218411"
"1492","residential burglary","b2","2012","9","tuesday","annunciation rd","42.33552834"," -71.09278967"
"1493","robbery","d14","2012","9","tuesday","fidelis wy","42.3453122"," -71.14293624"
"1494","aggravated assault","c11","2012","9","tuesday","washington st","42.29938136"," -71.07364956"
"1495","aggravated assault","b3","2012","9","tuesday","blue hill av","42.28268136"," -71.09187955"
"1496","residential burglary","b2","2012","9","tuesday","huntington av","42.33363635"," -71.10583955"
"1497","robbery","c11","2012","9","tuesday","sawyer av","42.31287935"," -71.05961538"
"1498","robbery","c11","2012","9","tuesday","auckland st","42.31115136"," -71.05662957"
"1499","residential burglary","c11","2012","9","wednesday","levant st","42.30321635"," -71.07040956"
"1500","robbery","d4","2012","9","wednesday","massachusetts av","42.34283135"," -71.08498955"
"1501","residential burglary","b3","2012","9","wednesday","river st","42.27140636"," -71.08014456"
"1502","residential burglary","d14","2012","9","wednesday","gardner st","42.35351135"," -71.13116954"
"1503","residential burglary","d14","2012","9","wednesday","linden st","42.35433058"," -71.13031795"
"1504","aggravated assault","a7","2012","9","wednesday","maverick sq","42.37011134"," -71.03893957"
"1505","residential burglary","d4","2012","9","wednesday","beacon st","42.35217635"," -71.08451456"
"1506","residential burglary","b3","2012","9","wednesday","river st","42.2714674"," -71.07566757"
"1507","aggravated assault","c11","2012","9","wednesday","bowdoin st","42.30571635"," -71.06763456"
"1508","aggravated assault","c11","2012","9","wednesday","hamilton st","42.30815635"," -71.06966456"
"1509","residential burglary","e13","2012","9","wednesday","rosemary st","42.30420563"," -71.1137045"
"1510","residential burglary","d14","2012","9","wednesday","commonwealth av","42.33971836"," -71.15166778"
"1511","residential burglary","b2","2012","9","wednesday","huntington av","42.33556456"," -71.10075838"
"1512","residential burglary","d4","2012","9","wednesday","worcester sq","42.33613635"," -71.07408956"
"1513","robbery","b2","2012","9","wednesday","columbia rd","42.31508477"," -71.06683616"
"1514","aggravated assault","c11","2012","9","wednesday","dorchester av","42.27825136"," -71.06642456"
"1515","residential burglary","b2","2012","9","wednesday","slayton wy","42.32192837"," -71.09771804"
"1516","aggravated assault","d14","2012","9","wednesday","commonwealth av","42.34797778"," -71.14023788"
"1517","aggravated assault","e18","2012","9","wednesday","reading st","42.24024137"," -71.13568454"
"1518","residential burglary","d14","2012","9","wednesday","washington st","42.34906135"," -71.15745953"
"1519","residential burglary","c11","2012","9","wednesday","arcadia park","42.30107342"," -71.06310743"
"1520","aggravated assault","e5","2012","9","wednesday","delford st","42.29209413"," -71.12105947"
"1521","robbery","c11","2012","9","wednesday","washington st","42.27877136"," -71.06950957"
"1522","residential burglary","b3","2012","9","wednesday","blue hill av","42.28636136"," -71.09083455"
"1523","robbery","a1","2012","9","wednesday","kneeland st","42.34967135"," -71.05759957"
"1524","robbery","a1","2012","9","wednesday","atlantic av","42.35271634"," -71.05532956"
"1525","robbery","a1","2012","9","thursday","tremont st","42.35435802"," -71.0637575"
"1526","residential burglary","c11","2012","9","thursday","argyle tr","42.28868636"," -71.06531456"
"1527","residential burglary","b3","2012","9","thursday","fuller st","42.28006137"," -71.08005456"
"1528","residential burglary","b2","2012","9","thursday","edgewood st","42.31856637"," -71.08057503"
"1529","residential burglary","b2","2012","9","thursday","burrell st","42.32362635"," -71.06866956"
"1530","aggravated assault","d4","2012","9","thursday","washington st","42.33813135"," -71.07463956"
"1531","residential burglary","b2","2012","9","thursday","lambert st","42.32822647"," -71.09088078"
"1532","aggravated assault","b3","2012","9","thursday","sturbridge st","42.27290136"," -71.07455956"
"1533","robbery","b3","2012","9","thursday","blue hill av","42.29843635"," -71.08672955"
"1534","robbery","d4","2012","9","thursday","follen st","42.34508135"," -71.07985955"
"1535","residential burglary","b2","2012","9","thursday","lawrence av","42.31114135"," -71.07549956"
"1536","aggravated assault","c11","2012","9","thursday","columbia rd","42.30722135"," -71.07624456"
"1537","aggravated assault","c11","2012","9","thursday","columbia rd","42.30722135"," -71.07624456"
"1538","aggravated assault","d14","2012","9","friday","gardner st","42.35361135"," -71.12936454"
"1539","residential burglary","b3","2012","9","friday","fremont st","42.27094136"," -71.09191955"
"1540","residential burglary","c6","2012","9","friday","dorchester av","42.34101135"," -71.05716456"
"1541","robbery","c11","2012","9","friday","savin hill av","42.31285136"," -71.05805957"
"1542","robbery","c6","2012","9","friday","old colony av","42.32923635"," -71.05276456"
"1543","aggravated assault","d4","2012","9","friday","beacon st","42.34663135"," -71.10508955"
"1544","robbery","a7","2012","9","friday","chelsea st","42.37918221"," -71.02795008"
"1545","residential burglary","d4","2012","9","friday","ipswich st","42.3474627"," -71.09061948"
"1546","residential burglary","c11","2012","9","friday","adams st","42.29111636"," -71.05698956"
"1547","robbery","c11","2012","9","friday","dorchester av","42.30782135"," -71.05838956"
"1548","residential burglary","a1","2012","9","friday","anderson st","42.36001634"," -71.06775456"
"1549","residential burglary","e13","2012","9","friday","prince st","42.31189539"," -71.12139052"
"1550","aggravated assault","b2","2012","9","friday","parker st","42.32752635"," -71.09951455"
"1551","residential burglary","e5","2012","9","friday","willers st","42.25984636"," -71.15002453"
"1552","aggravated assault","b3","2012","9","friday","blue hill av","42.27970136"," -71.09286455"
"1553","aggravated assault","a1","2012","9","friday","washington st","42.34924634"," -71.06378456"
"1554","residential burglary","b2","2012","9","friday","columbia rd","42.30484135"," -71.08150956"
"1555","residential burglary","d4","2012","9","friday","aberdeen st","42.34638135"," -71.10379454"
"1556","robbery","d4","2012","9","friday","washington st","42.34395135"," -71.06592957"
"1557","robbery","c11","2012","9","friday","washington st","42.28779636"," -71.07120956"
"1558","robbery","c6","2012","9","friday","patterson wy","42.33162135"," -71.05101457"
"1559","robbery","e13","2012","9","friday","hubbard st","42.31620136"," -71.10537955"
"1560","aggravated assault","a1","2012","9","friday","cambridge st","42.36098135"," -71.06123957"
"1561","robbery","b3","2012","9","friday","whitman st","42.28702136"," -71.07707955"
"1562","robbery","a7","2012","9","friday","white st","42.38051134"," -71.03612957"
"1563","residential burglary","e18","2012","9","saturday","pine st","42.25396402"," -71.12336975"
"1564","residential burglary","a7","2012","9","saturday","porter st","42.37169134"," -71.03357457"
"1565","aggravated assault","a1","2012","9","saturday","tremont st","42.35000634"," -71.06513456"
"1566","residential burglary","b3","2012","9","saturday","fremont st","42.27094136"," -71.09191955"
"1567","robbery","b3","2012","9","saturday","mclellan st","42.30041136"," -71.08469956"
"1568","aggravated assault","b3","2012","9","saturday","sutton st","42.28195636"," -71.08912956"
"1569","residential burglary","e13","2012","9","saturday","bourne st","42.28858136"," -71.11259455"
"1570","residential burglary","d4","2012","9","saturday","commonwealth av","42.34915614"," -71.09337455"
"1571","aggravated assault","b2","2012","9","saturday","kearsarge av","42.32708278"," -71.08230834"
"1572","aggravated assault","b3","2012","9","saturday","fowler st","42.30085079"," -71.08126257"
"1573","aggravated assault","b2","2012","9","saturday","intervale st","42.31215108"," -71.0818198"
"1574","robbery","b2","2012","9","saturday","martin luther king blvd","42.32021635"," -71.08878955"
"1575","aggravated assault","c11","2012","9","saturday","kenwood st","42.29191053"," -71.07050113"
"1576","aggravated assault","b2","2012","9","saturday","fenwood rd","42.33466635"," -71.10697454"
"1577","aggravated assault","b3","2012","9","saturday","ellington st","42.30158398"," -71.08116128"
"1578","residential burglary","d4","2012","9","saturday","lawrence st","42.34583135"," -71.07402956"
"1579","residential burglary","b3","2012","9","saturday","wellington hill st","42.28052646"," -71.09479858"
"1580","robbery","c11","2012","9","saturday","wainwright st","42.29037636"," -71.06705456"
"1581","residential burglary","e5","2012","9","saturday","baker st","42.27153543"," -71.16293675"
"1582","robbery","e13","2012","9","saturday","child st","42.30676636"," -71.11389955"
"1583","residential burglary","d4","2012","9","saturday","washington st","42.34445634"," -71.06560956"
"1584","aggravated assault","a7","2012","9","saturday","maverick sq","42.36913134"," -71.03973957"
"1585","robbery","c11","2012","9","saturday","bailey st","42.28474136"," -71.06457957"
"1586","aggravated assault","a1","2012","9","saturday","causeway st","42.36469134"," -71.06261956"
"1587","aggravated assault","a7","2012","9","sunday","putnam st","42.37827134"," -71.03194957"
"1588","robbery","b3","2012","9","sunday","harvard st","42.28205831"," -71.09995903"
"1589","aggravated assault","a7","2012","9","sunday","chelsea st","42.37640634"," -71.03117958"
"1590","residential burglary","d14","2012","9","sunday","wadsworth st","42.35492634"," -71.12540954"
"1591","residential burglary","d14","2012","9","sunday","gardner st","42.35349135"," -71.12627954"
"1592","aggravated assault","b2","2012","9","sunday","blue hill av","42.30837635"," -71.08322955"
"1593","aggravated assault","b2","2012","9","sunday","annunciation rd","42.33495566"," -71.09373917"
"1594","residential burglary","b2","2012","9","sunday","beech glen st","42.32553157"," -71.09564036"
"1595","robbery","a7","2012","9","sunday","gladstone st","42.38941442"," -71.00572922"
"1596","residential burglary","d14","2012","9","sunday","glenville av","42.34904741"," -71.1364789"
"1597","robbery","c11","2012","9","sunday","mallet st","42.29048136"," -71.05760957"
"1598","robbery","b2","2012","9","sunday","warren st","42.31576135"," -71.08314456"
"1599","robbery","e18","2012","9","sunday","american legion hy","42.28774136"," -71.10679955"
"1600","residential burglary","d4","2012","9","sunday","tremont st","42.34258135"," -71.07418456"
"1601","robbery","a7","2012","9","monday","marion st","42.37500134"," -71.03418957"
"1602","residential burglary","e18","2012","9","monday","grassmere rd","42.26852636"," -71.12994954"
"1603","residential burglary","c6","2012","9","monday","athens st","42.34071635"," -71.05267456"
"1604","aggravated assault","a1","2012","9","monday","kneeland st","42.35010135"," -71.05976957"
"1605","residential burglary","e18","2012","9","monday","osceola st","42.26142136"," -71.10200955"
"1606","robbery","c6","2012","9","monday","dorchester st","42.33080135"," -71.05447957"
"1607","residential burglary","c6","2012","9","monday","columbia rd","42.33032596"," -71.04938397"
"1608","aggravated assault","d14","2012","9","monday","warren st","42.34892135"," -71.14086453"
"1609","aggravated assault","e13","2012","9","monday","washington st","42.30860636"," -71.10536956"
"1610","residential burglary","b3","2012","9","monday","wales st","42.29740215"," -71.08525677"
"1611","residential burglary","a7","2012","9","monday","marginal st","42.36650819"," -71.03866456"
"1612","robbery","e13","2012","9","monday","centre st","42.32275156"," -71.10004452"
"1613","robbery","c11","2012","9","monday","ashmont st","42.28534136"," -71.06548957"
"1614","robbery","a1","2012","9","monday","boylston st","42.35237134"," -71.06490456"
"1615","residential burglary","b3","2012","9","monday","hallowell st","42.27216136"," -71.10023455"
"1616","robbery","c11","2012","9","monday","mayfield st","42.31671135"," -71.05938957"
"1617","robbery","e13","2012","9","monday","ernst st","42.31830635"," -71.09937455"
"1618","robbery","b3","2012","9","monday","harvard st","42.29809635"," -71.07592456"
"1619","robbery","d4","2012","9","monday","trotter ct","42.33614135"," -71.08162456"
"1620","residential burglary","d4","2012","9","tuesday","w canton st","42.34539635"," -71.07740455"
"1621","robbery","d4","2012","9","tuesday","hemenway st","42.34669672"," -71.08917287"
"1622","residential burglary","a7","2012","9","tuesday","bremen st","42.37167634"," -71.03560958"
"1623","residential burglary","a1","2012","9","tuesday","garden st","42.35991634"," -71.06687456"
"1624","residential burglary","b3","2012","9","tuesday","wellington hill st","42.28052646"," -71.09479858"
"1625","residential burglary","b2","2012","9","tuesday","lawrence av","42.31114135"," -71.07549956"
"1626","residential burglary","e13","2012","9","tuesday","s huntington av","42.33115135"," -71.11170954"
"1627","residential burglary","e5","2012","9","tuesday","augustus av","42.28132636"," -71.12864454"
"1628","aggravated assault","c11","2012","9","tuesday","bowdoin st","42.30551136"," -71.06788957"
"1629","residential burglary","e13","2012","9","tuesday","bragdon st","42.31923135"," -71.10002955"
"1630","robbery","c11","2012","9","tuesday","adams st","42.30656135"," -71.06205456"
"1631","aggravated assault","b2","2012","9","tuesday","gaston st","42.31334135"," -71.08024956"
"1632","aggravated assault","e13","2012","9","tuesday","school st","42.31440662"," -71.09922659"
"1633","aggravated assault","b2","2012","9","tuesday","blue hill av","42.30869136"," -71.08304956"
"1634","residential burglary","e13","2012","9","tuesday","mark st","42.32278135"," -71.10940454"
"1635","aggravated assault","b3","2012","9","tuesday","talbot av","42.29388755"," -71.08451125"
"1636","residential burglary","e13","2012","9","tuesday","child st","42.30676636"," -71.11389955"
"1637","residential burglary","e18","2012","9","tuesday","river st tr","42.26088799"," -71.11234258"
"1638","residential burglary","e18","2012","9","tuesday","river st tr","42.26088799"," -71.11234258"
"1639","residential burglary","a7","2012","9","tuesday","sumner st","42.36961634"," -71.04161956"
"1640","robbery","b3","2012","9","tuesday","american legion hy","42.29815136"," -71.08701956"
"1641","aggravated assault","b2","2012","9","tuesday","homestead st","42.31121103"," -71.08915114"
"1642","aggravated assault","e5","2012","9","tuesday","poplar st","42.28096386"," -71.12593652"
"1643","residential burglary","a1","2012","9","tuesday","joy st","42.35855634"," -71.06506956"
"1644","robbery","e18","2012","9","tuesday","gordon av","42.25636137"," -71.12609955"
"1645","robbery","c6","2012","9","wednesday","chesterton st","42.33003461"," -71.07091631"
"1646","aggravated assault","d4","2012","9","wednesday","massachusetts av","42.34805135"," -71.08813956"
"1647","residential burglary","d14","2012","9","wednesday","egremont rd","42.34124846"," -71.14348928"
"1648","aggravated assault","c11","2012","9","wednesday","melville av","42.29577136"," -71.06247957"
"1649","residential burglary","a1","2012","9","wednesday","sheafe st","42.36607134"," -71.05523456"
"1650","residential burglary","e13","2012","9","wednesday","washington st","42.31668135"," -71.09740455"
"1651","residential burglary","a7","2012","9","wednesday","havre st","42.37625134"," -71.03443958"
"1652","residential burglary","c11","2012","9","wednesday","morse st","42.30424361"," -71.07845231"
"1653","residential burglary","b2","2012","9","wednesday","palace rd","42.33840635"," -71.09938455"
"1654","aggravated assault","a1","2012","9","wednesday","harrington av","42.35170634"," -71.06118456"
"1655","residential burglary","a1","2012","9","wednesday","grove st","42.35989134"," -71.06864956"
"1656","robbery","e13","2012","9","wednesday","round hill st","42.32438136"," -71.10498955"
"1657","residential burglary","b3","2012","9","wednesday","theodore st","42.28403136"," -71.08832456"
"1658","aggravated assault","b2","2012","9","wednesday","alpine st","42.32548182"," -71.08645894"
"1659","residential burglary","b3","2012","9","wednesday","jones av","42.28621636"," -71.08378456"
"1660","aggravated assault","a15","2012","9","wednesday","bunker hill st","42.37829134"," -71.06063957"
"1661","aggravated assault","c11","2012","9","wednesday","pleasant st","42.31697135"," -71.05930956"
"1662","residential burglary","b2","2012","9","wednesday","wayland st","42.31396488"," -71.07584999"
"1663","aggravated assault","d4","2012","9","wednesday","northampton st","42.33525635"," -71.07677455"
"1664","robbery","b2","2012","9","wednesday","howard av","42.31407635"," -71.07524956"
"1665","robbery","b3","2012","9","wednesday","southern av","42.29026136"," -71.07474456"
"1666","aggravated assault","d4","2012","9","wednesday","herald st","42.34611635"," -71.06232956"
"1667","robbery","a7","2012","9","wednesday","chelsea st","42.37258821"," -71.03566427"
"1668","aggravated assault","b2","2012","9","wednesday","ruggles st","42.33446119"," -71.08802827"
"1669","aggravated assault","d4","2012","9","wednesday","boylston st","42.35075635"," -71.07485456"
"1670","residential burglary","c11","2012","9","wednesday","bowdoin av","42.30089405"," -71.07427992"
"1671","aggravated assault","d4","2012","9","wednesday","massachusetts av","42.33761135"," -71.07826455"
"1672","aggravated assault","b3","2012","9","wednesday","river st","42.26681702"," -71.09568347"
"1673","aggravated assault","e13","2012","9","wednesday","st rose st","42.30461135"," -71.11608454"
"1674","aggravated assault","b2","2012","9","wednesday","devon st","42.30810636"," -71.07694955"
"1675","robbery","c11","2012","9","wednesday","fuller st","42.2836616"," -71.06589348"
"1676","robbery","b2","2012","9","wednesday","brunswick st","42.31089636"," -71.08006455"
"1677","robbery","a7","2012","9","thursday","bennington st","42.37648634"," -71.03477458"
"1678","residential burglary","d4","2012","9","thursday","hemenway st","42.3449914"," -71.08961498"
"1679","robbery","b2","2012","9","thursday","hillside st","42.32985135"," -71.10046955"
"1680","aggravated assault","b2","2012","9","thursday","washington st","42.32162135"," -71.09200455"
"1681","residential burglary","b3","2012","9","thursday","maxwell st","42.2821823"," -71.07792306"
"1682","residential burglary","e5","2012","9","thursday","margaretta dr","42.25620202"," -71.1458565"
"1683","residential burglary","e13","2012","9","thursday","robeson st","42.3098405"," -71.10050736"
"1684","residential burglary","d4","2012","9","thursday","shawmut av","42.33860135"," -71.07614456"
"1685","residential burglary","e13","2012","9","thursday","marmion st","42.31244975"," -71.1033616"
"1686","residential burglary","e13","2012","9","thursday","w walnut park","42.31863635"," -71.10063955"
